dates_date,freq
2002-03,y
2003-04,y
2004-05,y
2005-06,y
2006-07,y
2007-08,y
2008-09,y
2009-10,y
2010-11,y
2011-12,y
2012-13,y
2013-14,y
2014-15,y
2015-16,y
2016-17,y
2017-18,y
2018-19,y
2019-20,y
2020-21,y
2021-22,y
